Id,Id2,Geography,Estimate; HISPANIC OR LATINO AND RACE - Total population,Margin of Error; HISPANIC OR LATINO AND RACE - Total population,Percent; HISPANIC OR LATINO AND RACE - Total population,Percent Margin of Error; HISPANIC OR LATINO AND RACE - Total population,Estimate; HISPANIC OR LATINO AND RACE - Total population - Hispanic or Latino (of any race),Margin of Error; HISPANIC OR LATINO AND RACE - Total population - Hispanic or Latino (of any race),Percent; HISPANIC OR LATINO AND RACE - Total population - Hispanic or Latino (of any race),Percent Margin of Error; HISPANIC OR LATINO AND RACE - Total population - Hispanic or Latino (of any race),Estimate; HISPANIC OR LATINO AND RACE - Total population - Not Hispanic or Latino,Margin of Error; HISPANIC OR LATINO AND RACE - Total population - Not Hispanic or Latino,Percent; HISPANIC OR LATINO AND RACE - Total population - Not Hispanic or Latino,Percent Margin of Error; HISPANIC OR LATINO AND RACE - Total population - Not Hispanic or Latino,Estimate; HISPANIC OR LATINO AND RACE - Total population - Not Hispanic or Latino - White alone,Margin of Error; HISPANIC OR LATINO AND RACE - Total population - Not Hispanic or Latino - White alone,Percent; HISPANIC OR LATINO AND RACE - Total population - Not Hispanic or Latino - White alone,Percent Margin of Error; HISPANIC OR LATINO AND RACE - Total population - Not Hispanic or Latino - White alone,Estimate; HISPANIC OR LATINO AND RACE - Total population - Not Hispanic or Latino - Black or African American alone,Margin of Error; HISPANIC OR LATINO AND RACE - Total population - Not Hispanic or Latino - Black or African American alone,Percent; HISPANIC OR LATINO AND RACE - Total population - Not Hispanic or Latino - Black or African American alone,Percent Margin of Error; HISPANIC OR LATINO AND RACE - Total population - Not Hispanic or Latino - Black or African American alone,Estimate; HISPANIC OR LATINO AND RACE - Total population - Not Hispanic or Latino - American Indian and Alaska Native alone,Margin of Error; HISPANIC OR LATINO AND RACE - Total population - Not Hispanic or Latino - American Indian and Alaska Native alone,Percent; HISPANIC OR LATINO AND RACE - Total population - Not Hispanic or Latino - American Indian and Alaska Native alone,Percent Margin of Error; HISPANIC OR LATINO AND RACE - Total population - Not Hispanic or Latino - American Indian and Alaska Native alone,Estimate; HISPANIC OR LATINO AND RACE - Total population - Not Hispanic or Latino - Asian alone,Margin of Error; HISPANIC OR LATINO AND RACE - Total population - Not Hispanic or Latino - Asian alone,Percent; HISPANIC OR LATINO AND RACE - Total population - Not Hispanic or Latino - Asian alone,Percent Margin of Error; HISPANIC OR LATINO AND RACE - Total population - Not Hispanic or Latino - Asian alone,Estimate; HISPANIC OR LATINO AND RACE - Total population - Not Hispanic or Latino - Native Hawaiian and Other Pacific Islander alone,Margin of Error; HISPANIC OR LATINO AND RACE - Total population - Not Hispanic or Latino - Native Hawaiian and Other Pacific Islander alone,Percent; HISPANIC OR LATINO AND RACE - Total population - Not Hispanic or Latino - Native Hawaiian and Other Pacific Islander alone,Percent Margin of Error; HISPANIC OR LATINO AND RACE - Total population - Not Hispanic or Latino - Native Hawaiian and Other Pacific Islander alone,Estimate; HISPANIC OR LATINO AND RACE - Total population - Not Hispanic or Latino - Some other race alone,Margin of Error; HISPANIC OR LATINO AND RACE - Total population - Not Hispanic or Latino - Some other race alone,Percent; HISPANIC OR LATINO AND RACE - Total population - Not Hispanic or Latino - Some other race alone,Percent Margin of Error; HISPANIC OR LATINO AND RACE - Total population - Not Hispanic or Latino - Some other race alone,Estimate; HISPANIC OR LATINO AND RACE - Total population - Not Hispanic or Latino - Two or more races,Margin of Error; HISPANIC OR LATINO AND RACE - Total population - Not Hispanic or Latino - Two or more races,Percent; HISPANIC OR LATINO AND RACE - Total population - Not Hispanic or Latino - Two or more races,Percent Margin of Error; HISPANIC OR LATINO AND RACE - Total population - Not Hispanic or Latino - Two or more races
310M200US40100,40100,"Rio Grande City, TX Micro Area",62648,*****,62648,(X),61842,215,98.7,0.3,806,215,1.3,0.3,593,165,0.9,0.3,26,26,0,0.1,0,30,0,0.1,72,75,0.1,0.1,0,30,0,0.1,10,14,0,0.1,105,84,0.2,0.1
310M200US40140,40140,"Riverside-San Bernardino-Ontario, CA Metro Area",4392801,*****,4392801,(X),2150040,*****,48.9,*****,2242761,*****,51.1,*****,1520566,940,34.6,0.1,305961,2584,7,0.1,17832,1060,0.4,0.1,275566,2129,6.3,0.1,12582,525,0.3,0.1,7331,1037,0.2,0.1,102923,3589,2.3,0.1
310M200US40180,40180,"Riverton, WY Micro Area",40755,*****,40755,(X),2674,*****,6.6,*****,38081,*****,93.4,*****,28750,5,70.5,0.1,197,76,0.5,0.2,7688,227,18.9,0.6,243,64,0.6,0.2,22,24,0.1,0.1,3,5,0,0.1,1178,269,2.9,0.7
310M200US40220,40220,"Roanoke, VA Metro Area",312216,*****,312216,(X),11029,5,3.5,0.1,301187,5,96.5,0.1,247894,270,79.4,0.1,40113,694,12.8,0.2,325,115,0.1,0.1,5774,430,1.8,0.1,120,157,0,0.1,606,244,0.2,0.1,6355,849,2,0.3
310M200US40260,40260,"Roanoke Rapids, NC Micro Area",74418,*****,74418,(X),1770,*****,2.4,*****,72648,*****,97.6,*****,29030,4,39,0.1,39650,473,53.3,0.6,1783,127,2.4,0.2,443,37,0.6,0.1,19,23,0,0.1,9,10,0,0.1,1714,501,2.3,0.7
310M200US40300,40300,"Rochelle, IL Micro Area",52397,*****,52397,(X),4919,*****,9.4,*****,47478,*****,90.6,*****,46089,26,88,0.1,529,143,1,0.3,3,4,0,0.1,181,124,0.3,0.2,2,4,0,0.1,0,26,0,0.1,674,182,1.3,0.3
310M200US40340,40340,"Rochester, MN Metro Area",211250,*****,211250,(X),8653,*****,4.1,*****,202597,*****,95.9,*****,181455,93,85.9,0.1,7795,457,3.7,0.2,208,65,0.1,0.1,8949,323,4.2,0.2,19,27,0,0.1,124,99,0.1,0.1,4047,534,1.9,0.3
310M200US40380,40380,"Rochester, NY Metro Area",1083156,*****,1083156,(X),72269,*****,6.7,*****,1010887,*****,93.3,*****,838825,625,77.4,0.1,118580,802,10.9,0.1,1947,241,0.2,0.1,29347,637,2.7,0.1,244,116,0,0.1,2471,650,0.2,0.1,19473,1065,1.8,0.1
310M200US40420,40420,"Rockford, IL Metro Area",344290,*****,344290,(X),45096,*****,13.1,*****,299194,*****,86.9,*****,246715,187,71.7,0.1,37045,520,10.8,0.2,354,182,0.1,0.1,7886,263,2.3,0.1,75,87,0,0.1,588,229,0.2,0.1,6531,610,1.9,0.2
310M200US40460,40460,"Rockingham, NC Micro Area",46046,*****,46046,(X),2857,*****,6.2,*****,43189,*****,93.8,*****,26670,2,57.9,0.1,14561,252,31.6,0.5,1096,189,2.4,0.4,91,82,0.2,0.2,0,25,0,0.1,10,21,0,0.1,761,288,1.7,0.6
310M200US40540,40540,"Rock Springs, WY Micro Area",44772,*****,44772,(X),7056,*****,15.8,*****,37716,*****,84.2,*****,35751,20,79.9,0.1,375,227,0.8,0.5,77,56,0.2,0.1,384,97,0.9,0.2,229,236,0.5,0.5,13,20,0,0.1,887,173,2,0.4
310M200US40580,40580,"Rocky Mount, NC Metro Area",150002,*****,150002,(X),8376,*****,5.6,*****,141626,*****,94.4,*****,69907,70,46.6,0.1,67186,605,44.8,0.4,753,138,0.5,0.1,767,166,0.5,0.1,79,90,0.1,0.1,201,124,0.1,0.1,2733,655,1.8,0.4
310M200US40620,40620,"Rolla, MO Micro Area",45029,*****,45029,(X),1059,*****,2.4,*****,43970,*****,97.6,*****,40136,23,89.1,0.1,1040,183,2.3,0.4,280,107,0.6,0.2,1552,142,3.4,0.3,0,23,0,0.1,0,23,0,0.1,962,238,2.1,0.5
310M200US40660,40660,"Rome, GA Metro Area",96169,*****,96169,(X),9731,*****,10.1,*****,86438,*****,89.9,*****,69449,224,72.2,0.2,14092,249,14.7,0.3,91,54,0.1,0.1,1201,157,1.2,0.2,19,31,0,0.1,402,250,0.4,0.3,1184,273,1.2,0.3
310M200US40700,40700,"Roseburg, OR Micro Area",107194,*****,107194,(X),5553,*****,5.2,*****,101641,*****,94.8,*****,95193,64,88.8,0.1,340,117,0.3,0.1,1401,237,1.3,0.2,860,161,0.8,0.2,95,37,0.1,0.1,50,60,0,0.1,3702,318,3.5,0.3
310M200US40740,40740,"Roswell, NM Micro Area",65811,*****,65811,(X),35657,*****,54.2,*****,30154,*****,45.8,*****,27381,69,41.6,0.1,1074,146,1.6,0.2,434,138,0.7,0.2,441,127,0.7,0.2,28,20,0,0.1,68,71,0.1,0.1,728,218,1.1,0.3
310M200US40780,40780,"Russellville, AR Micro Area",84665,*****,84665,(X),9065,*****,10.7,*****,75600,*****,89.3,*****,70306,77,83,0.1,2280,177,2.7,0.2,461,145,0.5,0.2,768,96,0.9,0.1,0,27,0,0.1,74,88,0.1,0.1,1711,255,2,0.3
310M200US40820,40820,"Ruston, LA Micro Area",47349,*****,47349,(X),1277,*****,2.7,*****,46072,*****,97.3,*****,25227,25,53.3,0.1,19131,314,40.4,0.7,71,34,0.1,0.1,848,59,1.8,0.1,0,25,0,0.1,70,75,0.1,0.2,725,328,1.5,0.7
310M200US40860,40860,"Rutland, VT Micro Area",60530,*****,60530,(X),788,*****,1.3,*****,59742,*****,98.7,*****,58076,16,95.9,0.1,366,99,0.6,0.2,118,51,0.2,0.1,443,76,0.7,0.1,0,20,0,0.1,18,16,0,0.1,721,136,1.2,0.2
310M200US40900,40900,"Sacramento--Roseville--Arden-Arcade, CA Metro Area",2221525,*****,2221525,(X),463145,*****,20.8,*****,1758380,*****,79.2,*****,1203117,1079,54.2,0.1,151503,1836,6.8,0.1,9815,696,0.4,0.1,275807,1958,12.4,0.1,16314,592,0.7,0.1,5956,1216,0.3,0.1,95868,2839,4.3,0.1
310M200US40940,40940,"Safford, AZ Micro Area",37407,*****,37407,(X),11882,*****,31.8,*****,25525,*****,68.2,*****,19337,24,51.7,0.1,724,76,1.9,0.2,4817,135,12.9,0.4,241,35,0.6,0.1,48,39,0.1,0.1,16,24,0,0.1,342,158,0.9,0.4
310M200US40980,40980,"Saginaw, MI Metro Area",196479,*****,196479,(X),15862,*****,8.1,*****,180617,*****,91.9,*****,137535,99,70,0.1,35577,820,18.1,0.4,400,124,0.2,0.1,2268,193,1.2,0.1,77,88,0,0.1,125,93,0.1,0.1,4635,850,2.4,0.4
310M200US41060,41060,"St. Cloud, MN Metro Area",191816,*****,191816,(X),5388,*****,2.8,*****,186428,*****,97.2,*****,172806,70,90.1,0.1,6603,327,3.4,0.2,591,131,0.3,0.1,3331,207,1.7,0.1,21,33,0,0.1,83,69,0,0.1,2993,395,1.6,0.2
310M200US41100,41100,"St. George, UT Metro Area",148244,*****,148244,(X),14712,*****,9.9,*****,133532,*****,90.1,*****,126337,122,85.2,0.1,916,149,0.6,0.1,1459,230,1,0.2,928,135,0.6,0.1,1161,251,0.8,0.2,156,95,0.1,0.1,2575,429,1.7,0.3
310M200US41140,41140,"St. Joseph, MO-KS Metro Area",127530,*****,127530,(X),6374,255,5,0.2,121156,255,95,0.2,109837,344,86.1,0.3,6223,487,4.9,0.4,383,108,0.3,0.1,864,165,0.7,0.1,186,55,0.1,0.1,174,207,0.1,0.2,3489,514,2.7,0.4
310M200US41180,41180,"St. Louis, MO-IL Metro Area",2801914,*****,2801914,(X),78632,15,2.8,0.1,2723282,15,97.2,0.1,2085319,644,74.4,0.1,509235,2055,18.2,0.1,4490,468,0.2,0.1,64212,1101,2.3,0.1,721,156,0,0.1,3608,734,0.1,0.1,55697,2159,2,0.1
310M200US41220,41220,"St. Marys, GA Micro Area",51445,*****,51445,(X),3018,*****,5.9,*****,48427,*****,94.1,*****,36278,30,70.5,0.1,9637,280,18.7,0.5,219,109,0.4,0.2,662,131,1.3,0.3,85,67,0.2,0.1,40,43,0.1,0.1,1506,326,2.9,0.6
310M200US41400,41400,"Salem, OH Micro Area",105987,*****,105987,(X),1527,*****,1.4,*****,104460,*****,98.6,*****,100099,58,94.4,0.1,2307,250,2.2,0.2,130,69,0.1,0.1,351,84,0.3,0.1,0,26,0,0.1,39,41,0,0.1,1534,282,1.4,0.3
310M200US41420,41420,"Salem, OR Metro Area",400523,*****,400523,(X),91817,*****,22.9,*****,308706,*****,77.1,*****,278158,686,69.4,0.2,3653,334,0.9,0.1,2948,351,0.7,0.1,7476,460,1.9,0.1,2718,319,0.7,0.1,1330,744,0.3,0.2,12423,694,3.1,0.2
310M200US41460,41460,"Salina, KS Micro Area",61783,*****,61783,(X),6036,*****,9.8,*****,55747,*****,90.2,*****,50790,33,82.2,0.1,1761,240,2.9,0.4,272,86,0.4,0.1,1383,104,2.2,0.2,46,55,0.1,0.1,32,33,0.1,0.1,1463,256,2.4,0.4
310M200US41500,41500,"Salinas, CA Metro Area",428441,*****,428441,(X),243894,*****,56.9,*****,184547,*****,43.1,*****,135021,161,31.5,0.1,10981,364,2.6,0.1,1232,223,0.3,0.1,25223,694,5.9,0.2,1962,118,0.5,0.1,480,241,0.1,0.1,9648,866,2.3,0.2
310M200US41540,41540,"Salisbury, MD-DE Metro Area",385983,*****,385983,(X),26650,*****,6.9,*****,359333,*****,93.1,*****,275517,233,71.4,0.1,67935,694,17.6,0.2,980,251,0.3,0.1,6405,232,1.7,0.1,74,79,0,0.1,758,309,0.2,0.1,7664,742,2,0.2
310M200US41620,41620,"Salt Lake City, UT Metro Area",1139851,*****,1139851,(X),197448,*****,17.3,*****,942403,*****,82.7,*****,836868,543,73.4,0.1,17040,660,1.5,0.1,7601,570,0.7,0.1,39639,995,3.5,0.1,16494,586,1.4,0.1,2254,710,0.2,0.1,22507,1338,2,0.1
310M200US41660,41660,"San Angelo, TX Metro Area",116700,119,116700,(X),43503,86,37.3,0.1,73197,123,62.7,0.1,65241,138,55.9,0.1,4698,231,4,0.2,236,116,0.2,0.1,1526,132,1.3,0.1,49,56,0,0.1,109,86,0.1,0.1,1338,308,1.1,0.3
310M200US41700,41700,"San Antonio-New Braunfels, TX Metro Area",2286702,*****,2286702,(X),1246835,*****,54.5,*****,1039867,*****,45.5,*****,802244,545,35.1,0.1,143466,1460,6.3,0.1,4264,470,0.2,0.1,50211,1138,2.2,0.1,704,221,0,0.1,2832,531,0.1,0.1,36146,1983,1.6,0.1
310M200US41740,41740,"San Diego-Carlsbad, CA Metro Area",3223096,*****,3223096,(X),1060995,*****,32.9,*****,2162101,*****,67.1,*****,1515316,919,47,0.1,153024,1799,4.7,0.1,11698,860,0.4,0.1,362467,2582,11.2,0.1,13484,630,0.4,0.1,5615,1083,0.2,0.1,100497,3340,3.1,0.1
310M200US41760,41760,"Sandpoint, ID Micro Area",41066,*****,41066,(X),1102,*****,2.7,*****,39964,*****,97.3,*****,38512,24,93.8,0.1,35,39,0.1,0.1,200,95,0.5,0.2,200,83,0.5,0.2,65,70,0.2,0.2,0,24,0,0.1,952,137,2.3,0.3
310M200US41780,41780,"Sandusky, OH Micro Area",76141,*****,76141,(X),2944,*****,3.9,*****,73197,*****,96.1,*****,64016,110,84.1,0.1,6314,373,8.3,0.5,128,64,0.2,0.1,385,93,0.5,0.1,67,88,0.1,0.1,84,61,0.1,0.1,2203,388,2.9,0.5
310M200US41820,41820,"Sanford, NC Micro Area",59418,*****,59418,(X),11434,*****,19.2,*****,47984,*****,80.8,*****,34689,80,58.4,0.1,11326,244,19.1,0.4,364,55,0.6,0.1,634,75,1.1,0.1,50,56,0.1,0.1,78,80,0.1,0.1,843,243,1.4,0.4
310M200US41860,41860,"San Francisco-Oakland-Hayward, CA Metro Area",4528894,*****,4528894,(X),990401,*****,21.9,*****,3538493,*****,78.1,*****,1864395,1038,41.2,0.1,342977,1884,7.6,0.1,10772,560,0.2,0.1,1093947,3618,24.2,0.1,32486,645,0.7,0.1,16052,1601,0.4,0.1,177864,4295,3.9,0.1
310M200US41940,41940,"San Jose-Sunnyvale-Santa Clara, CA Metro Area",1925706,*****,1925706,(X),530381,*****,27.5,*****,1395325,*****,72.5,*****,648420,483,33.7,0.1,45386,820,2.4,0.1,3702,374,0.2,0.1,627477,1758,32.6,0.1,6280,427,0.3,0.1,3545,644,0.2,0.1,60515,2035,3.1,0.1
310M200US42020,42020,"San Luis Obispo-Paso Robles-Arroyo Grande, CA Metro Area",276517,*****,276517,(X),60181,*****,21.8,*****,216336,*****,78.2,*****,192918,320,69.8,0.1,5324,387,1.9,0.1,1075,226,0.4,0.1,9851,440,3.6,0.2,284,161,0.1,0.1,284,293,0.1,0.1,6600,694,2.4,0.3
310M200US42100,42100,"Santa Cruz-Watsonville, CA Metro Area",269278,*****,269278,(X),88602,*****,32.9,*****,180676,*****,67.1,*****,157042,311,58.3,0.1,2335,239,0.9,0.1,629,193,0.2,0.1,11370,446,4.2,0.2,300,116,0.1,0.1,429,188,0.2,0.1,8571,641,3.2,0.2
310M200US42140,42140,"Santa Fe, NM Metro Area",147108,*****,147108,(X),75131,*****,51.1,*****,71977,*****,48.9,*****,63487,133,43.2,0.1,950,136,0.6,0.1,3570,170,2.4,0.1,1681,155,1.1,0.1,68,53,0,0.1,370,139,0.3,0.1,1851,221,1.3,0.2
310M200US42200,42200,"Santa Maria-Santa Barbara, CA Metro Area",435850,*****,435850,(X),192304,*****,44.1,*****,243546,*****,55.9,*****,201998,162,46.3,0.1,7421,367,1.7,0.1,1791,236,0.4,0.1,21535,575,4.9,0.1,630,97,0.1,0.1,398,144,0.1,0.1,9773,732,2.2,0.2
310M200US42220,42220,"Santa Rosa, CA Metro Area",495078,*****,495078,(X),127774,*****,25.8,*****,367304,*****,74.2,*****,320545,519,64.7,0.1,6762,421,1.4,0.1,2671,489,0.5,0.1,18839,692,3.8,0.1,1398,259,0.3,0.1,1682,572,0.3,0.1,15407,1006,3.1,0.2
310M200US42300,42300,"Sault Ste. Marie, MI Micro Area",38586,*****,38586,(X),626,*****,1.6,*****,37960,*****,98.4,*****,27288,20,70.7,0.1,2497,139,6.5,0.4,5711,242,14.8,0.6,349,61,0.9,0.2,13,10,0,0.1,28,22,0.1,0.1,2074,298,5.4,0.8
310M200US42340,42340,"Savannah, GA Metro Area",367071,*****,367071,(X),20549,*****,5.6,*****,346522,*****,94.4,*****,207512,155,56.5,0.1,121677,775,33.1,0.2,660,186,0.2,0.1,8430,391,2.3,0.1,315,112,0.1,0.1,415,191,0.1,0.1,7513,894,2,0.2
310M200US42380,42380,"Sayre, PA Micro Area",62228,*****,62228,(X),883,*****,1.4,*****,61345,*****,98.6,*****,59889,24,96.2,0.1,328,79,0.5,0.1,89,41,0.1,0.1,388,61,0.6,0.1,12,17,0,0.1,15,24,0,0.1,624,104,1,0.2
310M200US42420,42420,"Scottsbluff, NE Micro Area",38753,*****,38753,(X),8294,37,21.4,0.1,30459,37,78.6,0.1,29035,58,74.9,0.1,267,52,0.7,0.1,333,150,0.9,0.4,248,51,0.6,0.1,15,24,0,0.1,16,17,0,0.1,545,172,1.4,0.4
310M200US42460,42460,"Scottsboro, AL Micro Area",52860,*****,52860,(X),1450,*****,2.7,*****,51410,*****,97.3,*****,47279,91,89.4,0.2,1635,157,3.1,0.3,582,207,1.1,0.4,200,33,0.4,0.1,54,61,0.1,0.1,122,91,0.2,0.2,1538,243,2.9,0.5
310M200US42540,42540,"Scranton--Wilkes-Barre--Hazleton, PA Metro Area",561701,*****,561701,(X),40801,*****,7.3,*****,520900,*****,92.7,*****,489084,126,87.1,0.1,16364,515,2.9,0.1,702,121,0.1,0.1,7972,273,1.4,0.1,102,96,0,0.1,409,194,0.1,0.1,6267,545,1.1,0.1
310M200US42620,42620,"Searcy, AR Micro Area",78660,*****,78660,(X),3209,*****,4.1,*****,75451,*****,95.9,*****,69701,23,88.6,0.1,3521,220,4.5,0.3,124,101,0.2,0.1,440,130,0.6,0.2,17,30,0,0.1,0,27,0,0.1,1648,280,2.1,0.4
310M200US42660,42660,"Seattle-Tacoma-Bellevue, WA Metro Area",3614361,*****,3614361,(X),342839,*****,9.5,*****,3271522,*****,90.5,*****,2391620,728,66.2,0.1,195115,2351,5.4,0.1,26378,1274,0.7,0.1,436645,2887,12.1,0.1,30020,730,0.8,0.1,5649,839,0.2,0.1,186095,3868,5.1,0.1
310M200US42680,42680,"Sebastian-Vero Beach, FL Metro Area",142866,*****,142866,(X),16821,*****,11.8,*****,126045,*****,88.2,*****,109224,64,76.5,0.1,12751,336,8.9,0.2,333,152,0.2,0.1,1679,239,1.2,0.2,0,31,0,0.1,50,70,0,0.1,2008,380,1.4,0.3
310M200US42700,42700,"Sebring, FL Metro Area",98328,*****,98328,(X),17963,*****,18.3,*****,80365,*****,81.7,*****,68044,35,69.2,0.1,9216,353,9.4,0.4,149,90,0.2,0.1,1426,112,1.5,0.1,120,123,0.1,0.1,22,35,0,0.1,1388,378,1.4,0.4
310M200US42740,42740,"Sedalia, MO Micro Area",42215,*****,42215,(X),3402,*****,8.1,*****,38813,*****,91.9,*****,36235,32,85.8,0.1,1165,121,2.8,0.3,82,69,0.2,0.2,172,119,0.4,0.3,87,83,0.2,0.2,29,34,0.1,0.1,1043,176,2.5,0.4
310M200US42780,42780,"Selinsgrove, PA Micro Area",40046,*****,40046,(X),822,*****,2.1,*****,39224,*****,97.9,*****,38228,21,95.5,0.1,381,85,1,0.2,30,22,0.1,0.1,270,29,0.7,0.1,6,8,0,0.1,0,21,0,0.1,309,92,0.8,0.2
310M200US42820,42820,"Selma, AL Micro Area",42154,*****,42154,(X),130,90,0.3,0.2,42024,90,99.7,0.2,12045,24,28.6,0.1,29159,256,69.2,0.6,77,58,0.2,0.1,144,62,0.3,0.1,20,32,0,0.1,0,24,0,0.1,579,242,1.4,0.6
310M200US42860,42860,"Seneca, SC Micro Area",74949,*****,74949,(X),3616,*****,4.8,*****,71333,*****,95.2,*****,63932,28,85.3,0.1,5561,228,7.4,0.3,157,67,0.2,0.1,484,107,0.6,0.1,0,29,0,0.1,22,26,0,0.1,1177,274,1.6,0.4
310M200US42900,42900,"Seneca Falls, NY Micro Area",35144,*****,35144,(X),1087,*****,3.1,*****,34057,*****,96.9,*****,31511,23,89.7,0.1,1486,101,4.2,0.3,102,43,0.3,0.1,254,42,0.7,0.1,12,18,0,0.1,7,13,0,0.1,685,114,1.9,0.3
310M200US42940,42940,"Sevierville, TN Micro Area",93617,*****,93617,(X),5041,*****,5.4,*****,88576,*****,94.6,*****,85222,26,91,0.1,618,117,0.7,0.1,257,125,0.3,0.1,1114,157,1.2,0.2,12,18,0,0.1,16,26,0,0.1,1337,206,1.4,0.2
310M200US42980,42980,"Seymour, IN Micro Area",43471,*****,43471,(X),2662,*****,6.1,*****,40809,*****,93.9,*****,39195,90,90.2,0.2,337,84,0.8,0.2,92,85,0.2,0.2,605,113,1.4,0.3,0,24,0,0.1,59,75,0.1,0.2,521,152,1.2,0.3
310M200US43020,43020,"Shawano, WI Micro Area",46014,*****,46014,(X),1314,28,2.9,0.1,44700,28,97.1,0.1,36810,38,80,0.1,139,28,0.3,0.1,6632,139,14.4,0.3,300,63,0.7,0.1,10,16,0,0.1,7,7,0,0.1,802,148,1.7,0.3
310M200US43060,43060,"Shawnee, OK Micro Area",71136,*****,71136,(X),3367,*****,4.7,*****,67769,*****,95.3,*****,52293,15,73.5,0.1,1990,122,2.8,0.2,9295,320,13.1,0.4,439,70,0.6,0.1,5,8,0,0.1,34,31,0,0.1,3713,349,5.2,0.5
310M200US43100,43100,"Sheboygan, WI Metro Area",115226,*****,115226,(X),6777,*****,5.9,*****,108449,*****,94.1,*****,99022,30,85.9,0.1,1622,235,1.4,0.2,262,84,0.2,0.1,5848,113,5.1,0.1,12,24,0,0.1,18,30,0,0.1,1665,299,1.4,0.3
310M200US43140,43140,"Shelby, NC Micro Area",97178,*****,97178,(X),2997,*****,3.1,*****,94181,*****,96.9,*****,71546,146,73.6,0.2,20064,311,20.6,0.3,244,78,0.3,0.1,923,98,0.9,0.1,0,28,0,0.1,137,146,0.1,0.2,1267,332,1.3,0.3
310M200US43180,43180,"Shelbyville, TN Micro Area",45986,*****,45986,(X),5318,*****,11.6,*****,40668,*****,88.4,*****,35916,24,78.1,0.1,3053,185,6.6,0.4,43,32,0.1,0.1,333,147,0.7,0.3,0,25,0,0.1,16,24,0,0.1,1307,245,2.8,0.5
310M200US43220,43220,"Shelton, WA Micro Area",60791,*****,60791,(X),5299,*****,8.7,*****,55492,*****,91.3,*****,49816,29,81.9,0.1,587,112,1,0.2,1535,177,2.5,0.3,931,114,1.5,0.2,124,81,0.2,0.1,25,25,0,0.1,2474,262,4.1,0.4
310M200US43260,43260,"Sheridan, WY Micro Area",29738,*****,29738,(X),1246,*****,4.2,*****,28492,*****,95.8,*****,27270,8,91.7,0.1,241,66,0.8,0.2,325,99,1.1,0.3,207,96,0.7,0.3,0,21,0,0.1,0,21,0,0.1,449,135,1.5,0.5
310M200US43300,43300,"Sherman-Denison, TX Metro Area",122780,*****,122780,(X),15071,*****,12.3,*****,107709,*****,87.7,*****,94631,183,77.1,0.1,7239,258,5.9,0.2,1475,280,1.2,0.2,1335,166,1.1,0.1,79,12,0.1,0.1,182,177,0.1,0.1,2768,403,2.3,0.3
310M200US43320,43320,"Show Low, AZ Micro Area",107656,*****,107656,(X),11905,*****,11.1,*****,95751,*****,88.9,*****,45842,34,42.6,0.1,499,139,0.5,0.1,46385,444,43.1,0.4,630,115,0.6,0.1,100,34,0.1,0.1,50,52,0,0.1,2245,497,2.1,0.5
310M200US43340,43340,"Shreveport-Bossier City, LA Metro Area",445727,*****,445727,(X),16173,*****,3.6,*****,429554,*****,96.4,*****,243853,269,54.7,0.1,171583,552,38.5,0.1,2087,280,0.5,0.1,5091,324,1.1,0.1,263,90,0.1,0.1,807,302,0.2,0.1,5870,652,1.3,0.1
310M200US43380,43380,"Sidney, OH Micro Area",49067,*****,49067,(X),752,*****,1.5,*****,48315,*****,98.5,*****,45843,24,93.4,0.1,1225,176,2.5,0.4,149,44,0.3,0.1,353,68,0.7,0.1,8,12,0,0.1,13,23,0,0.1,724,186,1.5,0.4
310M200US43420,43420,"Sierra Vista-Douglas, AZ Metro Area",129647,*****,129647,(X),43960,*****,33.9,*****,85687,*****,66.1,*****,73548,163,56.7,0.1,4697,344,3.6,0.3,1026,183,0.8,0.1,2142,274,1.7,0.2,182,202,0.1,0.2,186,167,0.1,0.1,3906,492,3,0.4
310M200US43460,43460,"Sikeston, MO Micro Area",39061,*****,39061,(X),826,*****,2.1,*****,38235,*****,97.9,*****,32838,60,84.1,0.2,4406,308,11.3,0.8,135,115,0.3,0.3,158,44,0.4,0.1,0,23,0,0.1,21,21,0.1,0.1,677,339,1.7,0.9
310M200US43500,43500,"Silver City, NM Micro Area",29119,*****,29119,(X),14321,*****,49.2,*****,14798,*****,50.8,*****,13847,13,47.6,0.1,150,129,0.5,0.4,212,91,0.7,0.3,32,42,0.1,0.1,4,5,0,0.1,9,11,0,0.1,544,180,1.9,0.6
310M200US43580,43580,"Sioux City, IA-NE-SD Metro Area",168889,*****,168889,(X),25164,*****,14.9,*****,143725,*****,85.1,*****,130938,94,77.5,0.1,3890,334,2.3,0.2,2181,252,1.3,0.1,3621,159,2.1,0.1,102,107,0.1,0.1,70,82,0,0.1,2923,470,1.7,0.3
310M200US43620,43620,"Sioux Falls, SD Metro Area",242731,*****,242731,(X),9463,*****,3.9,*****,233268,*****,96.1,*****,211442,357,87.1,0.1,8005,374,3.3,0.2,4843,361,2,0.1,3637,264,1.5,0.1,56,44,0,0.1,394,325,0.2,0.1,4891,558,2,0.2
310M200US43660,43660,"Snyder, TX Micro Area",17238,*****,17238,(X),6672,*****,38.7,*****,10566,*****,61.3,*****,9494,19,55.1,0.1,784,121,4.5,0.7,32,22,0.2,0.1,51,44,0.3,0.3,0,20,0,0.2,0,20,0,0.2,205,112,1.2,0.6
